Commodities,Countries,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),CategoryType
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2015,239038,239038.0,Refined/Articles
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Vietnam,2020,22702,22702.0,Other
"3910 Silicones, In Primary Forms",Philippines,2017,703,703.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2012,68542,68542.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2019,1970934,1970934.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2011,2314173,2314173.0,Refined/Articles
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,2019,8930,8930.0,Other
2614 Titanium Ores And Concentrates,Malaysia,2014,4025099,4025099.0,Ore/Raw
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,2014,158749,158749.0,Other
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Thailand,2018,9214,9214.0,Other
"3910 Silicones, In Primary Forms",Indonesia,2017,1172,1172.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2020,32110,32110.0,Refined/Articles
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2020,2199417,2199417.0,Compound
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2014,8702406,8702406.0,Refined/Articles
"3910 Silicones, In Primary Forms",Singapore,2013,83283,83283.0,Other
"3910 Silicones, In Primary Forms",Malaysia,2012,39773,39773.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2014,623412,623412.0,Other
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Malaysia,2014,12412,12412.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2019,272943,272943.0,Refined/Articles
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,2012,62380,62380.0,Other
"3910 Silicones, In Primary Forms",Indonesia,2020,19650,19650.0,Other
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Malaysia,2015,373670,373670.0,Other
2504 Natural Graphite,Vietnam,2013,8496,8496.0,Other
"3910 Silicones, In Primary Forms",Philippines,2016,4049,4049.0,Other
2603 Copper Ores And Concentrates,Indonesia,2016,43973,43973.0,Ore/Raw
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Thailand,2020,302980,302980.0,Other
2603 Copper Ores And Concentrates,Indonesia,2015,174400,174400.0,Ore/Raw
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2020,567140,567140.0,Refined/Articles
2504 Natural Graphite,Singapore,2020,20895,20895.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2014,162122,162122.0,Refined/Articles
2606 Aluminum Ores And Concentrates,Singapore,2020,14613,14613.0,Ore/Raw
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Vietnam,2011,7257,7257.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2017,60976,60976.0,Refined/Articles
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2014,5938,5938.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,2011,341387,341387.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2017,7327440,7327440.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2013,244718,244718.0,Refined/Articles
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2018,3171774,3171774.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,2016,48863,48863.0,Other
2504 Natural Graphite,Vietnam,2019,19775,19775.0,Other
"3910 Silicones, In Primary Forms",Vietnam,2018,355185,355185.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2018,145019,145019.0,Refined/Articles
"3910 Silicones, In Primary Forms",Thailand,2012,19575870,19575870.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Singapore,2020,17000,17000.0,Compound
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2015,1714883,1714883.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2018,307256,307256.0,Refined/Articles
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2011,1841569,1841569.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Vietnam,2011,34807500,3270000.0,Compound
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2016,1461932,1461932.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2011,9364,9364.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Indonesia,2012,3086,3086.0,Refined/Articles
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2015,2529,2529.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2019,42966,42966.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2013,3863213,3863213.0,Refined/Articles
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2013,26401,26401.0,Other
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Vietnam,2011,2556358,2556358.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2012,593833,593833.0,Refined/Articles
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Indonesia,2015,10200,10200.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Thailand,2011,68000,68000.0,Compound
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Vietnam,2013,483650,483650.0,Compound
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2012,190431,190431.0,Refined/Articles
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,2013,76222,76222.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Burma,2020,9565020,9299049.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Cambodia,2012,2305,2305.0,Refined/Articles
"3910 Silicones, In Primary Forms",Malaysia,2019,774544,774544.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2018,30968252,30968252.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2018,60737,60737.0,Refined/Articles
2614 Titanium Ores And Concentrates,Malaysia,2015,2815171,2815171.0,Ore/Raw
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Thailand,2020,155120,155120.0,Other
"3910 Silicones, In Primary Forms",Singapore,2012,1004,1004.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,2013,19684,19684.0,Other
"3910 Silicones, In Primary Forms",Vietnam,2017,18270,18270.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Singapore,2019,190247,190247.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2011,3068804,3068804.0,Refined/Articles
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2015,623613,623613.0,Other
2614 Titanium Ores And Concentrates,Malaysia,2017,1931497,1931497.0,Ore/Raw
"3910 Silicones, In Primary Forms",Malaysia,2014,2989,2989.0,Other
2614 Titanium Ores And Concentrates,Malaysia,2012,1752377,1752377.0,Ore/Raw
"3910 Silicones, In Primary Forms",Philippines,2019,2669,2669.0,Other
"3910 Silicones, In Primary Forms",Singapore,2011,29675,29675.0,Other
"3910 Silicones, In Primary Forms",Thailand,2016,10979450,10979450.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2018,56927,56927.0,Refined/Articles
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Singapore,2013,15000,15000.0,Compound
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2012,946029,946029.0,Other
"3910 Silicones, In Primary Forms",Indonesia,2014,583,583.0,Other
"3910 Silicones, In Primary Forms",Singapore,2014,22245,22245.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2016,13489151,13489151.0,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Thailand,2012,18467,18467.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Laos,2014,19912,19912.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2015,5580,5580.0,Refined/Articles
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Laos,2014,38432,38432.0,Refined/Articles
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2014,2039270,2039270.0,Other
2614 Titanium Ores And Concentrates,Malaysia,2016,3738504,3738504.0,Ore/Raw
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2020,205489,205489.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Singapore,2018,60000,60000.0,Compound
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2014,2854857,2854857.0,Compound
"3910 Silicones, In Primary Forms",Thailand,2018,24412145,26046847.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2014,31760,31760.0,Refined/Articles
"3910 Silicones, In Primary Forms",Singapore,2019,68363,68363.0,Other
"3910 Silicones, In Primary Forms",Malaysia,2011,78629,78629.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Laos,2013,369601,369601.0,Refined/Articles
"3910 Silicones, In Primary Forms",Indonesia,2016,18842,18842.0,Other
"3910 Silicones, In Primary Forms",Thailand,2014,14157879,23488947.0,Other
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Thailand,2017,11879412,11879412.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Singapore,2019,86400,86400.0,Compound
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2020,109362,109362.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2020,302482,302482.0,Refined/Articles
"3910 Silicones, In Primary Forms",Vietnam,2013,30107,30107.0,Other
2604 Nickel Ores And Concentrates,Thailand,2015,14775,14775.0,Ore/Raw
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2017,63934,63934.0,Refined/Articles
"3910 Silicones, In Primary Forms",Thailand,2020,22897364,22897364.0,Other
"3910 Silicones, In Primary Forms",Thailand,2013,13730672,13730672.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2018,5306194,5306194.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2017,336441,336441.0,Refined/Articles
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2015,35851572,35851572.0,Other
"3910 Silicones, In Primary Forms",Malaysia,2015,26526,26526.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Laos,2016,56443,56443.0,Other
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Malaysia,2017,590678,590678.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2018,8920,8920.0,Other
2604 Nickel Ores And Concentrates,Thailand,2016,5615,5615.0,Ore/Raw
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Thailand,2018,6050512,6050512.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2016,34475,34475.0,Refined/Articles
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2014,13805,13805.0,Refined/Articles
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Thailand,2019,2483507,2483507.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2018,3547685,3547685.0,Compound
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2017,433888,433888.0,Compound
"3910 Silicones, In Primary Forms",Indonesia,2012,2380,2380.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2020,6380563,6380563.0,Refined/Articles
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2011,15743,15743.0,Other
"3910 Silicones, In Primary Forms",Indonesia,2011,111600,111600.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Indonesia,2014,9723,9723.0,Refined/Articles
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2017,383132,383132.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2016,272824,272824.0,Refined/Articles
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Malaysia,2014,610891,610891.0,Other
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Vietnam,2014,8987,8987.0,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2019,152371,152371.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Vietnam,2019,13560,13560.0,Other
2820 Manganese Oxides,Singapore,2013,317693,317693.0,Compound
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,2011,8023,8023.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Vietnam,2016,3058,3058.0,Refined/Articles
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2017,5178086,5178086.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2016,54801,54801.0,Refined/Articles
"3910 Silicones, In Primary Forms",Thailand,2011,21269583,21709919.0,Other
2614 Titanium Ores And Concentrates,Malaysia,2011,6831832,6831832.0,Ore/Raw
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Malaysia,2016,460252,460252.0,Other
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Malaysia,2018,3038,3038.0,Other
"3910 Silicones, In Primary Forms",Thailand,2017,18242779,18311504.0,Other
2606 Aluminum Ores And Concentrates,Singapore,2012,578699,578699.0,Ore/Raw
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Singapore,2020,4495,4495.0,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2017,579985,579985.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2019,158720,158720.0,Refined/Articles
2820 Manganese Oxides,Singapore,2012,251940,251940.0,Compound
"3910 Silicones, In Primary Forms",Vietnam,2020,486380,488300.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Laos,2017,23704,23704.0,Other
"3910 Silicones, In Primary Forms",Indonesia,2015,3000,3000.0,Other
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Vietnam,2016,2122302,2122302.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2019,113533743,113533743.0,Other
"3910 Silicones, In Primary Forms",Singapore,2018,3004,3004.0,Other
"3910 Silicones, In Primary Forms",Vietnam,2011,14469,14469.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Singapore,2016,79200,79200.0,Compound
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2014,93070395,93070395.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2017,502379,502379.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2020,85675,85675.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2014,218220,218220.0,Refined/Articles
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Malaysia,2018,999376,999376.0,Other
"3910 Silicones, In Primary Forms",Philippines,2012,609,609.0,Other
"3910 Silicones, In Primary Forms",Indonesia,2018,967,967.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2011,132126,132126.0,Refined/Articles
"3910 Silicones, In Primary Forms",Philippines,2020,3415,3415.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2011,40101654,40101654.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Laos,2015,263750,263750.0,Refined/Articles
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2019,8144951,8144951.0,Other
2504 Natural Graphite,Singapore,2017,5593,5593.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2017,96598,96598.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2013,4800,4800.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2016,274000,274000.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Vietnam,2013,74312,74312.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2012,906906,906906.0,Compound
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Indonesia,2011,13765,13765.0,Refined/Articles
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Philippines,2019,8033,8033.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Laos,2012,750250,750250.0,Compound
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,2012,61525,61525.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2020,5955,5955.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Singapore,2017,90850,90850.0,Compound
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2014,37376,37376.0,Refined/Articles
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Laos,2012,72953,72953.0,Refined/Articles
"3910 Silicones, In Primary Forms",Vietnam,2019,533321,533321.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2019,982423,982423.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2014,1371531,1371531.0,Other
2820 Manganese Oxides,Singapore,2015,352830,352830.0,Compound
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2020,40602,40602.0,Refined/Articles
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2016,3246581,3246581.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2015,113120,113120.0,Refined/Articles
"3910 Silicones, In Primary Forms",Philippines,2011,5507,5507.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Vietnam,2017,3330,3330.0,Other
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Vietnam,2012,1052860,1199348.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2015,302513,302513.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2012,22777182,22777182.0,Other
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Thailand,2011,1006707,1006707.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2019,6946301,6946301.0,Refined/Articles
"3910 Silicones, In Primary Forms",Malaysia,2018,2337543,2337543.0,Other
"3910 Silicones, In Primary Forms",Vietnam,2015,486,486.0,Other
"3910 Silicones, In Primary Forms",Malaysia,2016,7209,7209.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Malaysia,2013,50000,50000.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Vietnam,2019,43696,43696.0,Refined/Articles
2820 Manganese Oxides,Singapore,2017,106875,106875.0,Compound
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2017,4630076,4630076.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2013,147317,147317.0,Refined/Articles
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2019,2934,2934.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Singapore,2018,203590,203590.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2015,107638,107638.0,Refined/Articles
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,2012,227565,227565.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,2020,6931,6931.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2016,6807722,6807722.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2013,66260,66260.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Cambodia,2016,4130,4130.0,Refined/Articles
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Indonesia,2013,150701,150701.0,Other
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Singapore,2018,6000,6000.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2015,2841061,2841061.0,Compound
2604 Nickel Ores And Concentrates,Thailand,2013,3245,3245.0,Ore/Raw
282540 Nickel Oxides And Hydroxides,Philippines,2011,760564,760564.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2012,884145,884145.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2013,3052782,3052782.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2014,2370259,2370259.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2015,1726603,1726603.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2016,2376822,2376822.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2017,3838018,3838018.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2018,2235737,2235737.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2019,2095330,2095330.0,Compound
282540 Nickel Oxides And Hydroxides,Malaysia,2020,2427,2427.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2020,2122723,2122723.0,Compound
282550 Copper Oxides And Hydroxides,Singapore,2012,33750,33750.0,Compound
282550 Copper Oxides And Hydroxides,Singapore,2013,178600,178600.0,Compound
282550 Copper Oxides And Hydroxides,Singapore,2014,411472,411472.0,Compound
282550 Copper Oxides And Hydroxides,Singapore,2015,385776,385776.0,Compound
282550 Copper Oxides And Hydroxides,Singapore,2016,432000,432000.0,Compound
282550 Copper Oxides And Hydroxides,Singapore,2017,886306,886306.0,Compound
282550 Copper Oxides And Hydroxides,Singapore,2018,346620,346620.0,Compound
282550 Copper Oxides And Hydroxides,Singapore,2019,456225,456225.0,Compound
282580 Antimony Oxides,Thailand,2011,2344000,2344000.0,Compound
282580 Antimony Oxides,Thailand,2012,920000,920000.0,Compound
282580 Antimony Oxides,Singapore,2012,25943,25943.0,Compound
282580 Antimony Oxides,Thailand,2013,5000000,5000000.0,Compound
282580 Antimony Oxides,Thailand,2014,5800000,5800000.0,Compound
282580 Antimony Oxides,Thailand,2015,7740000,7740000.0,Compound
282580 Antimony Oxides,Thailand,2016,3240000,3240000.0,Compound
282580 Antimony Oxides,Thailand,2017,6854329,6854329.0,Compound
282580 Antimony Oxides,Thailand,2018,5340000,5340000.0,Compound
282580 Antimony Oxides,Thailand,2019,840000,840000.0,Compound
282580 Antimony Oxides,Singapore,2019,7303,7303.0,Compound
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Singapore,2011,9150,9150.0,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Singapore,2012,2248,2248.0,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Singapore,2013,43784,43784.0,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Singapore,2014,78572,78572.0,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Thailand,2017,34043,34043.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Singapore,2011,32497,32497.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Singapore,2014,75618,75618.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Singapore,2015,162942,162942.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Singapore,2016,115469,115469.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Singapore,2017,3241,3241.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Singapore,2018,3020,3020.0,Other
850511 Permanent Magnets Made Of Metal,Thailand,2011,157470,151635.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2011,1786075,1786075.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2011,81438,81438.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2011,22148,22148.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2011,23888531,23888531.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Thailand,2012,199683,199683.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2012,5224574,5224574.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2012,140884,140884.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2012,4913,4913.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2012,31285492,31285492.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Thailand,2013,106850,106850.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2013,6508167,6508167.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2013,167873,167873.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2013,3144,3144.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2013,11544502,11516674.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Thailand,2014,105162,105162.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Vietnam,2014,8519,8519.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2014,10420237,10420237.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2014,89201,89201.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2014,120227,120227.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2014,25753513,25753513.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Thailand,2015,44423,44423.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Vietnam,2015,7194,7194.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2015,9964863,9964863.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2015,30570,30570.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2015,5470,5470.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2015,20397542,20397542.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Thailand,2016,19438,13736.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Vietnam,2016,10500,10500.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2016,9342600,9342600.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2016,77870,77870.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2016,10590,10590.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2016,13349509,13349509.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Thailand,2017,46268,50547.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Vietnam,2017,137012,137012.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2017,10196988,10196988.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2017,86048,86048.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2017,13827145,13827145.0,Advanced Product
