Commodities,Countries,Country Subcode,Rate Provision,District,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),Quantity 1 (Gen),Quantity 1 (Cons),Quantity 2 (Gen),Quantity 2 (Cons),Card Count,Dutiable Value ($US),CIF Value (Gen) ($US),CIF Value (Cons) ($US),Calculated Duty($US),Customs Unit Value (Gen),Customs Unit Value (Cons)
76 Aluminum And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2024,104262613,104263255.0,,,,,3511.0,57669736.0,111082161.0,111089267.0,4274796.0,,
75 Nickel And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2023,21236248,20881925.0,,,,,524.0,6242369.0,21780135.0,21426194.0,168064.0,,
75 Nickel And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2022,10493912,10493912.0,,,,,177.0,10080036.0,10576761.0,10576761.0,302405.0,,
76 Aluminum And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2022,364454101,300912316.0,,,,,8447.0,300731061.0,401172376.0,336922027.0,22202686.0,,
74 Copper And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2023,187959691,181810480.0,,,,,4267.0,121164185.0,193442511.0,187220525.0,2566050.0,,
74 Copper And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2022,355559872,355228404.0,,,,,5210.0,234498348.0,369759173.0,369410007.0,4568074.0,,
80 Tin And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2024,16307891,16307891.0,,,,,65.0,108179.0,16394624.0,16394624.0,2334.0,,
76 Aluminum And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2023,124550471,124500154.0,,,,,3449.0,124284162.0,132022498.0,131970366.0,7902959.0,,
80 Tin And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2023,54087113,52444613.0,,,,,74.0,212206.0,54306547.0,52656547.0,4859.0,,
76 Aluminum And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,69542353,57128311.0,,,,,2144.0,55832392.0,72072923.0,59694819.0,12006515.0,,
80 Tin And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2021,20386624,19788847.0,,,,,373.0,17809050.0,20496602.0,19904922.0,516485.0,,
74 Copper And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2023,35265249,35265249.0,,,,,667.0,32286396.0,36590456.0,36590456.0,493887.0,,
80 Tin And Articles Thereof,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2021,770663,770663.0,,,,,57.0,651470.0,845504.0,845504.0,15328.0,,
74 Copper And Articles Thereof,Macau,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,52838,52838.0,,,,,1.0,52838.0,53326.0,53326.0,1162.0,,
80 Tin And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2024,13854169,13854169.0,,,,,26.0,56654.0,13928232.0,13928232.0,1454.0,,
74 Copper And Articles Thereof,Singapore,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,9693039,9693039.0,,,,,245.0,558174.0,10526771.0,10526771.0,24377.0,,
80 Tin And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2023,24104507,23977023.0,,,,,537.0,21020299.0,24320299.0,24189627.0,602100.0,,
75 Nickel And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2021,8736979,8736979.0,,,,,227.0,7325088.0,9054193.0,9054193.0,219755.0,,
80 Tin And Articles Thereof,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2021,287684,287684.0,,,,,21.0,287684.0,310991.0,310991.0,6038.0,,
76 Aluminum And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2021,180308514,180379767.0,,,,,6527.0,178996801.0,203873901.0,203957157.0,11353131.0,,
75 Nickel And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2025 through June,15691176,14593862.0,,,,,255.0,6723522.0,16666654.0,15556085.0,604547.0,,
74 Copper And Articles Thereof,Philippines,All Country Subcodes,All Rate Provisions,All Districts,2022,1326898,1327497.0,,,,,115.0,788563.0,1466688.0,1467294.0,23660.0,,
80 Tin And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2025 through June,725428,725428.0,,,,,6.0,10751.0,726537.0,726537.0,302.0,,
76 Aluminum And Articles Thereof,Burma,All Country Subcodes,All Rate Provisions,All Districts,2024,90990,90990.0,,,,,1.0,90990.0,93690.0,93690.0,2821.0,,
75 Nickel And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,277582,253268.0,,,,,20.0,24868.0,281222.0,256349.0,747.0,,
76 Aluminum And Articles Thereof,Brunei,All Country Subcodes,All Rate Provisions,All Districts,2024,862607,862607.0,,,,,12.0,862607.0,993085.0,993085.0,49170.0,,
74 Copper And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2022,235985976,228234524.0,,,,,5295.0,148193265.0,245298687.0,237452322.0,3278382.0,,
76 Aluminum And Articles Thereof,Cambodia,All Country Subcodes,All Rate Provisions,All Districts,2022,9884728,9880425.0,,,,,1894.0,674994.0,10459524.0,10455165.0,17529.0,,
75 Nickel And Articles Thereof,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2024,71327383,70838625.0,,,,,2882.0,69004878.0,72219126.0,75493901.0,2064718.0,,
75 Nickel And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2022,43654,43654.0,,,,,5.0,43654.0,46099.0,46099.0,1196.0,,
76 Aluminum And Articles Thereof,Singapore,All Country Subcodes,All Rate Provisions,All Districts,2024,10993458,11163648.0,,,,,577.0,4425177.0,12062004.0,12232352.0,170746.0,,
76 Aluminum And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,73163153,73116728.0,,,,,1798.0,72992023.0,77577471.0,77530497.0,15090595.0,,
76 Aluminum And Articles Thereof,Philippines,All Country Subcodes,All Rate Provisions,All Districts,2024,15147503,15136991.0,,,,,319.0,13763045.0,15643955.0,15633442.0,755966.0,,
76 Aluminum And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2023,622068285,614619226.0,,,,,10089.0,257920862.0,643824437.0,636238796.0,24686660.0,,
75 Nickel And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2022,134628,150030.0,,,,,32.0,142328.0,140050.0,155597.0,4275.0,,
74 Copper And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2021,24072482,24072482.0,,,,,1263.0,2353372.0,25719607.0,25719607.0,67783.0,,
80 Tin And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2021,656909,656909.0,,,,,43.0,645290.0,783900.0,783900.0,13635.0,,
76 Aluminum And Articles Thereof,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2022,310753795,309599621.0,,,,,15594.0,304274526.0,333490955.0,332312074.0,16066353.0,,
75 Nickel And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2022,6742148,6494308.0,,,,,259.0,5675096.0,6841710.0,6581812.0,168036.0,,
80 Tin And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2023,337368,337368.0,,,,,21.0,337368.0,401776.0,401776.0,7469.0,,
74 Copper And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2024,187013848,192251906.0,,,,,4450.0,132987389.0,191259975.0,196502959.0,2806624.0,,
76 Aluminum And Articles Thereof,Philippines,All Country Subcodes,All Rate Provisions,All Districts,2022,9544684,9524554.0,,,,,368.0,5839034.0,10402044.0,10381014.0,326043.0,,
80 Tin And Articles Thereof,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2022,29232,29232.0,,,,,5.0,29232.0,30338.0,30338.0,613.0,,
80 Tin And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2024,317381,317381.0,,,,,28.0,317381.0,402998.0,402998.0,6804.0,,
76 Aluminum And Articles Thereof,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2021,18731854,18339467.0,,,,,1295.0,18321547.0,20317498.0,19842527.0,1991653.0,,
76 Aluminum And Articles Thereof,Cambodia,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,17416813,17416813.0,,,,,863.0,8165442.0,19236853.0,19236853.0,1495420.0,,
80 Tin And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2022,36078607,36078607.0,,,,,66.0,298071.0,36582648.0,36582648.0,6943.0,,
76 Aluminum And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2025 through June,595779558,604173756.0,,,,,6634.0,497711615.0,620526023.0,629153411.0,114517985.0,,
74 Copper And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2022,31498910,31498910.0,,,,,1545.0,6756642.0,33181868.0,33181868.0,192450.0,,
74 Copper And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2024,594568582,593123683.0,,,,,14714.0,25331270.0,604816975.0,603381000.0,506258.0,,
80 Tin And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2021,11407128,11407128.0,,,,,59.0,1117688.0,11492763.0,11492763.0,30888.0,,
76 Aluminum And Articles Thereof,Cambodia,All Country Subcodes,All Rate Provisions,All Districts,2023,7838097,7881732.0,,,,,1393.0,1080741.0,8191121.0,8235322.0,28138.0,,
80 Tin And Articles Thereof,Philippines,All Country Subcodes,All Rate Provisions,All Districts,2022,117876,117876.0,,,,,9.0,13276.0,131875.0,131875.0,355.0,,
80 Tin And Articles Thereof,Singapore,All Country Subcodes,All Rate Provisions,All Districts,2021,5478,5478.0,,,,,1.0,5478.0,5593.0,5593.0,131.0,,
76 Aluminum And Articles Thereof,Brunei,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,1094373,1094373.0,,,,,14.0,1094373.0,1265486.0,1265486.0,173279.0,,
75 Nickel And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2023,12054303,12054303.0,,,,,224.0,11776991.0,12135451.0,12135451.0,353303.0,,
80 Tin And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2022,13766570,13766570.0,,,,,56.0,3365319.0,13891480.0,13891480.0,94063.0,,
74 Copper And Articles Thereof,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2022,4568404,4568404.0,,,,,139.0,4346272.0,4836885.0,4836885.0,103236.0,,
80 Tin And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2021,250398216,240663896.0,,,,,150.0,0.0,253274326.0,243520157.0,0.0,,
80 Tin And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2022,413983,413983.0,,,,,23.0,413983.0,529427.0,529427.0,8695.0,,
76 Aluminum And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2024,483487452,483344414.0,,,,,18639.0,482164179.0,509385728.0,509239947.0,21477293.0,,
76 Aluminum And Articles Thereof,Mongolia,All Country Subcodes,All Rate Provisions,All Districts,2023,30948,30948.0,,,,,1.0,0.0,31098.0,31098.0,0.0,,
74 Copper And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2022,592306181,591122722.0,,,,,6263.0,30398715.0,609902455.0,608683376.0,651353.0,,
80 Tin And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2023,1136952,1136952.0,,,,,26.0,23303.0,1169914.0,1169914.0,601.0,,
76 Aluminum And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2023,144547330,144338381.0,,,,,3298.0,42828266.0,152716949.0,152484960.0,3167763.0,,
74 Copper And Articles Thereof,Cambodia,All Country Subcodes,All Rate Provisions,All Districts,2021,17378,17378.0,,,,,3.0,11481.0,18921.0,18921.0,172.0,,
76 Aluminum And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2022,550309381,549844048.0,,,,,18423.0,547351109.0,586306006.0,585835512.0,23130864.0,,
75 Nickel And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2022,145589592,149050603.0,,,,,1527.0,105800272.0,147550505.0,151161291.0,3026233.0,,
74 Copper And Articles Thereof,Macau,All Country Subcodes,All Rate Provisions,All Districts,2023,3000,3000.0,,,,,1.0,3000.0,3450.0,3450.0,66.0,,
76 Aluminum And Articles Thereof,Singapore,All Country Subcodes,All Rate Provisions,All Districts,2022,21289845,21268523.0,,,,,868.0,12202153.0,24028204.0,24006890.0,690160.0,,
80 Tin And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2022,936081,936081.0,,,,,34.0,0.0,977056.0,977056.0,0.0,,
76 Aluminum And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2024,922503833,899834744.0,,,,,13526.0,384852013.0,976056187.0,952323761.0,37823518.0,,
74 Copper And Articles Thereof,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,1864313,1732295.0,,,,,71.0,1732295.0,1950410.0,1818392.0,404847.0,,
80 Tin And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,11063676,11063676.0,,,,,31.0,54860.0,11154371.0,11154371.0,1798.0,,
76 Aluminum And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2024,457366697,451255297.0,,,,,6820.0,431517091.0,482330713.0,476123146.0,27078032.0,,
80 Tin And Articles Thereof,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,40572,40572.0,,,,,2.0,40572.0,43751.0,43751.0,2932.0,,
80 Tin And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2021,2458492,2458492.0,,,,,36.0,7100.0,2497110.0,2497110.0,199.0,,
75 Nickel And Articles Thereof,Philippines,All Country Subcodes,All Rate Provisions,All Districts,2021,17701,17701.0,,,,,2.0,17701.0,19001.0,19001.0,490.0,,
74 Copper And Articles Thereof,Cambodia,All Country Subcodes,All Rate Provisions,All Districts,2024,39572,37466.0,,,,,11.0,0.0,40152.0,38045.0,0.0,,
76 Aluminum And Articles Thereof,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2023,221634852,221474161.0,,,,,11183.0,216929359.0,230229972.0,230068277.0,11664206.0,,
80 Tin And Articles Thereof,Philippines,All Country Subcodes,All Rate Provisions,All Districts,2023,37146,37146.0,,,,,2.0,0.0,41139.0,41139.0,0.0,,
76 Aluminum And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,239004848,239199610.0,,,,,9732.0,235654992.0,252275130.0,252471952.0,51398082.0,,
76 Aluminum And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2022,880145630,854915388.0,,,,,9544.0,808774127.0,957048576.0,929622825.0,38519887.0,,
75 Nickel And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2024,212525150,215004538.0,,,,,1600.0,142940243.0,214618009.0,218660993.0,3978888.0,,
75 Nickel And Articles Thereof,Cambodia,All Country Subcodes,All Rate Provisions,All Districts,2022,5869,5869.0,,,,,1.0,0.0,6293.0,6293.0,0.0,,
76 Aluminum And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2022,196109070,196062370.0,,,,,3735.0,51230867.0,227128020.0,227080713.0,4403629.0,,
74 Copper And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2022,65694824,65698729.0,,,,,874.0,63042798.0,70191201.0,70195172.0,1010282.0,,
74 Copper And Articles Thereof,Singapore,All Country Subcodes,All Rate Provisions,All Districts,2021,18547049,18549499.0,,,,,514.0,1297236.0,20146613.0,20149064.0,36938.0,,
74 Copper And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,11400701,11400701.0,,,,,520.0,5111859.0,11654906.0,11654906.0,167137.0,,
75 Nickel And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2023,246780,242385.0,,,,,14.0,191941.0,251282.0,246802.0,5759.0,,
74 Copper And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2021,86305703,86113519.0,,,,,2242.0,75143800.0,89063915.0,88871748.0,2180313.0,,
76 Aluminum And Articles Thereof,Burma,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,27196,27196.0,,,,,4.0,27196.0,30969.0,30969.0,3998.0,,
76 Aluminum And Articles Thereof,Singapore,All Country Subcodes,All Rate Provisions,All Districts,2021,18691163,18673337.0,,,,,675.0,9523945.0,20315562.0,20297736.0,484803.0,,
80 Tin And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2022,25727809,25226261.0,,,,,454.0,21481986.0,26063138.0,25563240.0,615428.0,,
74 Copper And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2024,132799273,132781118.0,,,,,952.0,130368879.0,135271992.0,135253505.0,1497983.0,,
80 Tin And Articles Thereof,Singapore,All Country Subcodes,All Rate Provisions,All Districts,2023,9407841,6294002.0,,,,,4.0,0.0,9457663.0,6330270.0,0.0,,
76 Aluminum And Articles Thereof,Burma,All Country Subcodes,All Rate Provisions,All Districts,2022,7627888,7627888.0,,,,,60.0,2470313.0,8291893.0,8291893.0,187851.0,,
75 Nickel And Articles Thereof,Japan,All Country Subcodes,All Rate Provisions,All Districts,2021,78571412,87846865.0,,,,,1252.0,66752334.0,79897749.0,89831096.0,1881405.0,,
76 Aluminum And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2024,134399916,134381419.0,,,,,3397.0,134266932.0,144807427.0,144790010.0,12499691.0,,
80 Tin And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2023,89598767,86796459.0,,,,,89.0,0.0,90256510.0,87433202.0,0.0,,
80 Tin And Articles Thereof,Philippines,All Country Subcodes,All Rate Provisions,All Districts,2024,2603,2603.0,,,,,1.0,0.0,2919.0,2919.0,0.0,,
75 Nickel And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,10211752,10211752.0,,,,,122.0,4583734.0,10434641.0,10434641.0,137509.0,,
75 Nickel And Articles Thereof,Singapore,All Country Subcodes,All Rate Provisions,All Districts,2023,59546779,59559433.0,,,,,340.0,2553638.0,59969938.0,59982516.0,75008.0,,
74 Copper And Articles Thereof,Philippines,All Country Subcodes,All Rate Provisions,All Districts,2024,1130527,1132773.0,,,,,83.0,765708.0,1225401.0,1227690.0,18236.0,,
74 Copper And Articles Thereof,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2024,1595110,1595110.0,,,,,89.0,1404450.0,1702083.0,1702083.0,35746.0,,
74 Copper And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2024,19865124,19865124.0,,,,,828.0,5844061.0,20318691.0,20318691.0,174879.0,,
76 Aluminum And Articles Thereof,Brunei,All Country Subcodes,All Rate Provisions,All Districts,2021,2024858,2024858.0,,,,,25.0,2024858.0,2403303.0,2403303.0,117145.0,,
76 Aluminum And Articles Thereof,Laos,All Country Subcodes,All Rate Provisions,All Districts,2024,7315,7315.0,,,,,1.0,7315.0,7615.0,7615.0,417.0,,
75 Nickel And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2023,29770141,33912749.0,,,,,344.0,17732553.0,29895715.0,34042687.0,531498.0,,
76 Aluminum And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,291749083,286513216.0,,,,,6142.0,282317812.0,308681849.0,302953341.0,44921737.0,,
76 Aluminum And Articles Thereof,Brunei,All Country Subcodes,All Rate Provisions,All Districts,2023,96571,96571.0,,,,,3.0,96571.0,115921.0,115921.0,5504.0,,
74 Copper And Articles Thereof,Cambodia,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,29115,38990.0,,,,,8.0,0.0,31362.0,41473.0,0.0,,
80 Tin And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,20180096,20180096.0,,,,,18.0,99367.0,20793177.0,20793177.0,3148.0,,
74 Copper And Articles Thereof,Cambodia,All Country Subcodes,All Rate Provisions,All Districts,2022,90224,90224.0,,,,,7.0,0.0,93820.0,93820.0,0.0,,
75 Nickel And Articles Thereof,"Korea, South",All Country Subcodes,All Rate Provisions,All Districts,2022,18722055,18522181.0,,,,,379.0,2170961.0,19362061.0,19160991.0,63227.0,,
74 Copper And Articles Thereof,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2021,256007706,255702970.0,,,,,17036.0,190745107.0,267033084.0,266729825.0,4965530.0,,
76 Aluminum And Articles Thereof,Philippines,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,3993123,3909793.0,,,,,146.0,3844194.0,4120137.0,4035868.0,528534.0,,
75 Nickel And Articles Thereof,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2021,20078925,22894531.0,,,,,1455.0,22451500.0,20478741.0,23637168.0,672809.0,,
76 Aluminum And Articles Thereof,Hong Kong,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,4567815,4517419.0,,,,,184.0,4513819.0,4809918.0,4759250.0,1720718.0,,
80 Tin And Articles Thereof,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2023,768025,768025.0,,,,,26.0,180784.0,791939.0,791939.0,4724.0,,
80 Tin And Articles Thereof,Malaysia,All Country Subcodes,All Rate Provisions,All Districts,2021,115921539,115921539.0,,,,,101.0,417131.0,120218419.0,120218419.0,10194.0,,
74 Copper And Articles Thereof,Thailand,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,229796628,229575745.0,,,,,3645.0,206499237.0,239559772.0,239338506.0,4016104.0,,
76 Aluminum And Articles Thereof,Taiwan,All Country Subcodes,All Rate Provisions,All Districts,2024,215782544,213981979.0,,,,,11650.0,210242958.0,225749119.0,223911582.0,11003614.0,,
74 Copper And Articles Thereof,Vietnam,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,77969234,77506138.0,,,,,1727.0,73854919.0,79993161.0,79498799.0,2180612.0,,
80 Tin And Articles Thereof,Indonesia,All Country Subcodes,All Rate Provisions,All Districts,2025 through June,33496980,33496980.0,,,,,29.0,46881.0,33737466.0,33737466.0,1278.0,,
